,fraction_with_jobs_outside,hh515,hhcu5,hhexpfac,hhftw,hhhsc,hhincome,hhno,hhoad,hhparcel,hhptw,hhret,hhsize,hhtaz,hhuni,hhvehs,hhwkrs,hownrent,hrestype,samptype,year,zone_id
219,,0,0,91.79,0,0,45000,4546,0,213243,0,1,1,352,0,1,1,Own,Detached Single House,Random Proportional,2006,
220,,1,0,384.92,2,1,145000,4550,0,117948,0,0,4,1776,0,3,3,Own,Detached Single House,Random Proportional,2006,
221,,0,0,98.36,1,0,125000,4552,0,462714,0,0,1,454,0,1,1,Own,Apartment/Condo,Random Proportional,2006,
222,,0,1,303.69,0,0,25000,4557,0,575271,1,0,2,3571,0,1,1,Rent,Apartment/Condo,Random Proportional,2006,
223,,2,0,528.07,1,0,105000,4570,1,907530,0,0,4,3297,0,2,2,Own,Detached Single House,Random Proportional,2006,
224,,0,0,593.53,0,0,15000,4578,0,429046,1,0,1,1168,0,1,1,Own,Detached Single House,Random Proportional,2006,
225,,0,0,234.61,1,0,65000,4585,0,108940,0,0,1,1968,0,1,1,Own,Apartment/Condo,Random Proportional,2006,
226,,0,0,955.46,2,0,105000,4616,0,1148963,0,0,2,2474,0,2,2,Rent,Apartment/Condo,Random Proportional,2006,
227,,0,0,399.54,0,0,35000,4625,0,438251,0,2,2,1370,0,2,2,Own,Detached Single House,Random Proportional,2006,
228,,0,0,112.35,1,0,135000,4627,0,990766,0,0,1,2621,0,5,1,Own,Detached Single House,Random Proportional,2006,
229,,0,0,81.56,0,0,65000,4629,2,655791,0,0,2,3475,0,3,2,Own,Detached Single House,Random Proportional,2006,
230,,1,1,674.28,1,0,125000,4634,0,981471,1,0,4,2586,0,2,2,Own,Detached Single House,Random Proportional,2006,
231,,1,0,230.93,1,0,45000,4636,0,1104250,0,0,2,2627,0,1,1,Own,Duplex/Triplex/Rowhouse,Random Proportional,2006,
232,,0,1,787.28,1,0,35000,4638,1,1148752,0,0,3,2428,0,1,2,Rent,Apartment/Condo,Random Proportional,2006,
233,,0,0,330.96,2,0,65000,4645,0,1070209,0,0,2,2161,0,1,2,Own,Detached Single House,Random Proportional,2006,
234,,1,0,325.17,2,0,75000,4648,0,987391,0,0,3,2271,0,3,2,Own,Detached Single House,Random Proportional,2006,
235,,0,0,420.5,0,0,5000,4670,0,1045544,0,1,1,2383,0,1,1,Rent,Apartment/Condo,Random Proportional,2006,
236,,0,0,543.66,2,0,135000,4671,1,1077090,0,0,3,2602,0,5,3,Own,Detached Single House,Random Proportional,2006,
237,,0,0,438.75,1,0,45000,4688,0,332000,0,0,1,718,0,1,1,Rent,Duplex/Triplex/Rowhouse,Random Proportional,2006,
238,,0,0,109.09,1,0,45000,4692,0,566956,0,0,1,407,0,1,1,Rent,Apartment/Condo,Random Proportional,2006,
239,,0,0,124.16,2,0,115000,4700,0,240731,0,0,2,204,0,2,2,Own,Detached Single House,Random Proportional,2006,
240,,0,0,102.05,2,0,75000,4709,0,52252,0,0,2,749,0,1,2,Own,Detached Single House,Random Proportional,2006,
241,,2,2,425.74,0,0,5000,4721,1,259935,0,0,5,816,0,1,1,Rent,Apartment/Condo,Random Proportional,2006,
242,,0,0,363.73,2,0,175000,4739,0,696318,0,0,2,2972,0,2,2,Own,Apartment/Condo,Random Proportional,2006,
243,,2,1,239.7,1,0,95000,4754,0,629925,1,0,5,3657,0,2,2,Own,Detached Single House,Random Proportional,2006,
244,,0,0,64.22,0,0,135000,4773,2,590811,0,0,2,3696,0,2,2,Own,Detached Single House,Random Proportional,2006,
245,,0,0,46.41,0,0,95000,4793,0,593571,1,1,2,3498,0,2,2,Own,Detached Single House,Random Proportional,2006,
246,,0,0,136.8,0,0,15000,4797,1,578734,0,0,1,3611,0,0,1,Rent,Duplex/Triplex/Rowhouse,Random Proportional,2006,
247,,3,0,262.41,1,0,75000,4822,0,425849,1,0,5,1774,0,3,2,Own,Detached Single House,Random Proportional,2006,
248,,0,0,156.36,1,0,75000,4830,0,359698,0,0,1,1005,0,4,1,Own,Detached Single House,Random Proportional,2006,
249,,3,2,699.92,1,0,25000,4846,1,830418,0,0,7,2995,0,2,2,Own,Detached Single House,Random Proportional,2006,
250,,0,0,336.71,3,0,95000,4853,0,93791,0,0,3,1298,0,4,3,Own,Detached Single House,Random Proportional,2006,
251,,0,0,399.54,0,0,35000,4869,0,124723,0,2,2,1888,0,2,2,Own,Detached Single House,Random Proportional,2006,
252,,0,0,180.29,1,0,45000,4871,0,1009411,0,0,1,2519,0,1,1,Own,Detached Single House,Random Proportional,2006,
253,,0,0,313.13,2,0,85000,4883,0,1068242,0,0,2,2406,0,3,2,Own,Detached Single House,Random Proportional,2006,
254,,1,0,669.07,1,1,35000,4897,0,905098,0,0,3,3306,0,2,2,Own,Detached Single House,Random Proportional,2006,
255,,0,0,127.88,0,0,35000,4904,1,650867,1,1,3,3515,0,2,3,Own,Detached Single House,Random Proportional,2006,
256,,0,0,194.75,0,0,65000,4914,0,242316,0,2,2,1426,0,2,2,Own,Detached Single House,Random Proportional,2006,
257,,0,0,336.71,3,0,95000,4918,0,506235,0,0,3,2004,0,3,3,Own,Detached Single House,Random Proportional,2006,
258,,2,0,249.73,2,0,-1,4935,0,572744,0,0,4,3660,0,2,2,Own,Detached Single House,Random Proportional,2006,
259,,0,0,396.29,1,0,45000,4947,1,804651,0,0,2,3313,0,3,2,Own,Detached Single House,Random Proportional,2006,
260,,0,0,156.13,1,0,35000,4950,0,148811,0,0,1,442,0,1,1,Own,Apartment/Condo,Random Proportional,2006,
261,,0,0,1050.9,2,0,45000,4962,0,1098671,0,0,2,2238,0,3,2,Own,Detached Single House,Random Proportional,2006,
262,,3,0,137.7,1,0,135000,4965,1,528279,0,0,5,198,0,2,2,Own,Detached Single House,Random Proportional,2006,
263,,0,0,302.14,0,0,25000,4977,0,522104,0,1,1,1863,0,1,1,Own,Detached Single House,Random Proportional,2006,
264,,0,0,156.09,0,0,-1,4978,0,1097946,0,2,2,2453,0,2,2,Own,Detached Single House,Random Proportional,2006,
265,,0,0,98.36,1,0,125000,5017,0,386517,0,0,1,553,0,1,1,Rent,Apartment/Condo,Random Proportional,2006,
266,,0,0,70.57,1,0,-1,5023,0,611023,0,0,2,3468,1,2,2,Own,Detached Single House,Random Proportional,2006,
267,,0,0,71.05,0,0,-1,5031,1,625141,0,0,1,3607,0,1,1,Own,Detached Single House,Random Proportional,2006,
268,,1,0,250.15,1,2,105000,5036,0,1080808,1,0,5,2411,0,3,4,Own,Detached Single House,Random Proportional,2006,
269,,0,0,92.59,1,0,45000,5073,0,609540,0,1,2,3692,0,2,2,Own,Detached Single House,Random Proportional,2006,
270,,0,0,351.12,1,0,-1,5079,1,206139,0,0,2,1073,0,4,2,Own,Detached Single House,Random Proportional,2006,
271,,1,0,171.91,2,2,175000,5098,0,418573,0,0,5,128,0,3,4,Own,Detached Single House,Random Proportional,2006,
272,,0,0,1194.29,0,0,15000,5102,1,371710,0,0,1,1497,0,0,1,Rent,Apartment/Condo,Random Proportional,2006,
273,,0,0,144.34,1,0,55000,5105,0,615232,0,0,1,3503,0,3,1,Own,Detached Single House,Random Proportional,2006,
274,,0,1,313.01,2,0,65000,5112,0,507296,0,0,3,1953,0,2,2,Own,Apartment/Condo,Random Proportional,2006,
275,,0,0,229.57,0,0,125000,5118,0,328283,0,2,2,1602,0,3,2,Own,Detached Single House,Random Proportional,2006,
276,,4,0,427.68,1,0,135000,5120,1,96770,0,0,6,2039,0,2,2,Own,Detached Single House,Random Proportional,2006,
277,,0,0,112.35,0,0,95000,5134,0,1056106,0,2,2,2582,0,2,2,Own,Detached Single House,Random Proportional,2006,
278,,2,0,258.58,1,0,95000,5136,1,1090803,0,0,4,2308,0,2,2,Own,Detached Single House,Random Proportional,2006,
279,,0,0,420.5,0,0,5000,5137,0,961744,0,1,1,2661,0,1,1,Own,Mobile Home/Trailer,Random Proportional,2006,
280,,2,1,840.07,1,1,-1,5138,0,645527,1,0,6,3683,0,3,3,Own,Detached Single House,Random Proportional,2006,
281,,0,2,477.26,1,0,35000,5139,1,576904,0,0,4,3565,0,1,2,Rent,Duplex/Triplex/Rowhouse,Random Proportional,2006,
282,,0,1,118.5,2,0,85000,5174,0,23721,0,0,3,589,0,2,2,Own,Detached Single House,Random Proportional,2006,
283,,0,0,136.23,0,0,25000,5189,1,147996,0,0,1,571,0,1,1,Rent,Apartment/Condo,Random Proportional,2006,
284,,0,0,253.65,1,0,55000,5194,0,736106,0,1,2,3372,0,2,2,Own,Detached Single House,Random Proportional,2006,
285,,0,0,124.16,2,0,145000,5197,0,562789,0,0,2,228,0,2,2,Rent,Duplex/Triplex/Rowhouse,Random Proportional,2006,
286,,0,0,265.3,0,0,35000,5221,0,41054,1,0,1,460,0,0,1,Own,Apartment/Condo,Random Proportional,2006,
287,,2,0,142.51,1,0,115000,5229,1,188013,0,0,4,788,0,2,2,Own,Detached Single House,Random Proportional,2006,
288,,1,1,423.89,1,0,45000,5240,1,1131424,0,0,4,2501,0,3,2,Rent,Detached Single House,Random Proportional,2006,
289,,2,0,138.97,1,0,-1,5241,0,533927,1,0,4,311,0,2,2,Own,Detached Single House,Random Proportional,2006,
290,,0,0,399.76,1,0,25000,5245,1,675819,0,0,2,2689,0,2,2,Own,Detached Single House,Random Proportional,2006,
291,,0,0,82.0,1,0,75000,5249,1,572158,0,0,2,3670,0,4,2,Own,Detached Single House,Random Proportional,2006,
292,,0,0,117.49,1,0,85000,5254,0,663280,0,0,1,3533,0,2,1,Own,Duplex/Triplex/Rowhouse,Random Proportional,2006,
293,,0,0,348.37,0,0,45000,5265,1,417816,0,0,1,2078,0,1,1,Own,Detached Single House,Random Proportional,2006,
294,,0,1,150.03,0,0,45000,5269,0,665567,2,0,3,3630,0,1,2,Rent,Apartment/Condo,Random Proportional,2006,
295,,0,0,173.61,0,0,25000,5275,1,658754,0,0,1,3649,0,1,1,Own,Detached Single House,Random Proportional,2006,
296,,0,0,120.92,2,0,65000,5277,0,628646,0,0,2,3660,0,4,2,Own,Detached Single House,Random Proportional,2006,
297,,2,0,427.68,1,0,175000,5329,1,114804,0,0,4,1957,0,2,2,Own,Detached Single House,Random Proportional,2006,
298,,0,0,647.37,0,0,25000,5365,0,388157,0,1,1,884,0,0,1,Own,Apartment/Condo,Random Proportional,2006,
299,,0,0,550.08,0,0,35000,5372,0,452407,0,2,2,1937,0,1,2,Own,Detached Single House,Random Proportional,2006,
300,,0,0,145.95,0,0,55000,5378,0,444607,0,1,1,1768,0,1,1,Own,Duplex/Triplex/Rowhouse,Random Proportional,2006,
301,,0,0,383.18,2,0,125000,5387,0,395031,0,0,2,1128,0,2,2,Own,Detached Single House,Random Proportional,2006,
302,,0,0,506.4,1,0,65000,5390,0,518105,0,0,2,1115,1,1,2,Own,Detached Single House,Random Proportional,2006,
303,,0,0,383.18,1,0,135000,5406,0,90873,1,0,2,1916,0,2,2,Own,Detached Single House,Random Proportional,2006,
304,,0,0,278.35,0,0,55000,5408,1,174250,1,0,2,1238,0,2,2,Own,Detached Single House,Random Proportional,2006,
305,,0,1,372.3,1,0,125000,5412,1,247734,0,0,3,1369,0,3,2,Own,Detached Single House,Random Proportional,2006,
306,,1,0,484.85,1,0,-1,5414,1,25486,0,0,3,2052,0,2,2,Own,Detached Single House,Random Proportional,2006,
307,,0,0,250.96,0,0,95000,5419,2,452690,0,0,2,1941,0,3,2,Own,Detached Single House,Random Proportional,2006,
308,,1,0,377.16,1,0,-1,5420,1,282249,0,0,3,1936,0,5,2,Own,Detached Single House,Random Proportional,2006,
309,,0,0,138.2,0,0,-1,5431,0,493813,0,1,1,1533,0,1,1,Rent,Apartment/Condo,Random Proportional,2006,
310,,0,0,207.38,0,0,65000,5443,0,184484,1,1,2,1598,0,2,2,Own,Detached Single House,Random Proportional,2006,
311,,2,0,516.34,1,0,45000,5445,0,335603,1,0,4,1081,0,2,2,Own,Detached Single House,Random Proportional,2006,
312,,0,0,329.64,1,0,-1,5447,0,2902,0,0,1,950,0,2,1,Rent,Apartment/Condo,Random Proportional,2006,
313,,0,0,1056.24,1,0,25000,5456,0,475878,0,0,1,1985,0,1,1,Own,Other,Random Proportional,2006,
314,,2,0,285.96,2,0,-1,5462,0,307652,0,0,4,1689,0,2,2,Own,Detached Single House,Random Proportional,2006,
315,,0,0,268.25,0,0,5000,5511,1,601361,0,0,1,3616,0,0,1,Rent,Duplex/Triplex/Rowhouse,Random Proportional,2006,
316,,0,0,84.27,0,0,45000,5527,2,614486,0,0,2,3486,0,2,2,Own,Detached Single House,Random Proportional,2006,
317,,0,0,398.92,0,0,55000,5546,3,831566,0,0,3,3454,0,2,3,Own,Detached Single House,Random Proportional,2006,
318,,0,0,133.4,0,0,55000,5547,1,626795,1,0,2,3642,0,3,2,Own,Detached Single House,Random Proportional,2006,
319,,0,0,313.1,0,0,55000,5555,0,694609,0,2,2,2822,0,3,2,Own,Detached Single House,Random Proportional,2006,
320,,0,0,228.37,0,1,105000,5565,1,642995,0,2,5,3580,1,3,5,Own,Detached Single House,Random Proportional,2006,
321,,1,0,88.27,0,0,35000,5574,1,589619,0,0,2,3689,0,1,1,Own,Detached Single House,Random Proportional,2006,
322,,0,0,34.29,0,0,95000,5586,0,649917,0,2,2,3688,0,2,2,Own,Detached Single House,Random Proportional,2006,
323,,0,0,323.56,0,0,35000,5592,0,813432,0,2,2,2710,0,2,2,Own,Detached Single House,Random Proportional,2006,
324,,0,0,268.25,0,0,5000,5593,1,579095,0,0,1,3564,0,0,1,Own,Mobile Home/Trailer,Random Proportional,2006,
325,,0,0,89.81,1,0,75000,5596,0,641073,1,0,2,3562,0,4,2,Own,Detached Single House,Random Proportional,2006,
326,,0,0,1193.39,1,1,175000,5601,0,942735,1,0,3,3166,0,4,3,Own,Mobile Home/Trailer,Random Proportional,2006,
327,,0,0,148.53,1,0,55000,5603,0,636122,0,2,3,3659,0,4,3,Own,Detached Single House,Random Proportional,2006,
328,,1,0,667.82,1,0,25000,5605,0,746362,0,0,2,3232,0,1,1,Rent,Apartment/Condo,Random Proportional,2006,
329,,0,0,207.08,0,0,75000,5623,2,925242,0,0,2,3080,0,2,2,Own,Detached Single House,Random Proportional,2006,
330,,0,0,258.79,0,0,35000,5645,0,923270,0,2,2,2788,0,1,2,Own,Detached Single House,Random Proportional,2006,
331,,0,0,288.48,0,0,-1,5647,0,789549,0,2,2,3025,0,2,2,Own,Detached Single House,Random Proportional,2006,
332,,0,0,288.48,0,0,175000,5648,1,807582,0,1,2,2743,0,2,2,Own,Detached Single House,Random Proportional,2006,
333,,0,0,351.21,0,0,35000,5658,0,693871,0,1,1,2817,0,1,1,Own,Detached Single House,Random Proportional,2006,
334,,0,0,332.26,0,0,45000,5671,0,713354,0,1,1,3393,0,1,1,Own,Detached Single House,Random Proportional,2006,
335,,0,0,344.0,2,0,55000,5676,0,898061,0,0,2,3046,0,2,2,Own,Detached Single House,Random Proportional,2006,
336,,0,0,357.59,0,0,25000,5682,0,863663,1,0,1,3043,0,1,1,Own,Detached Single House,Random Proportional,2006,
337,,0,0,296.15,0,0,55000,5695,0,888059,0,1,1,2823,0,1,1,Own,Detached Single House,Random Proportional,2006,
338,,0,0,964.44,0,0,5000,5698,0,824937,0,1,1,3197,0,0,1,Own,Detached Single House,Random Proportional,2006,
339,,0,0,272.01,0,0,45000,5711,0,751910,1,0,1,3311,0,1,1,Rent,Mobile Home/Trailer,Random Proportional,2006,
340,,0,0,791.03,0,0,65000,5740,0,869971,1,0,2,3147,1,2,2,Rent,Duplex/Triplex/Rowhouse,Random Proportional,2006,
341,,0,0,350.74,1,0,55000,5755,0,818747,0,2,3,3248,0,3,3,Own,Detached Single House,Random Proportional,2006,
342,,0,0,325.45,0,0,135000,5758,1,853250,0,0,2,2716,1,2,2,Own,Detached Single House,Random Proportional,2006,
343,,0,0,232.87,1,0,65000,5766,0,890309,0,0,1,3086,0,1,1,Own,Detached Single House,Random Proportional,2006,
344,,0,1,340.7,1,0,75000,5774,0,810868,0,0,3,2699,1,2,2,Own,Detached Single House,Random Proportional,2006,
345,,0,2,145.43,1,0,175000,5792,0,528560,1,0,4,198,0,2,2,Own,Detached Single House,Random Proportional,2006,
346,,0,0,98.82,0,0,115000,5829,2,93206,0,0,2,411,0,2,2,Own,Detached Single House,Random Proportional,2006,
347,,0,1,140.8,1,0,175000,5834,0,325746,1,0,3,313,0,2,2,Own,Detached Single House,Random Proportional,2006,
348,,2,0,140.52,1,0,145000,5836,0,240861,1,0,4,205,0,2,2,Own,Detached Single House,Random Proportional,2006,
349,,1,0,140.52,2,1,175000,5838,0,463831,0,0,4,651,0,2,3,Own,Detached Single House,Random Proportional,2006,
350,,0,0,115.63,0,0,55000,5845,0,426826,1,1,2,853,0,2,2,Own,Detached Single House,Random Proportional,2006,
351,,1,0,107.16,1,0,75000,5851,0,29819,1,0,3,164,0,2,2,Own,Detached Single House,Random Proportional,2006,
352,,0,1,115.73,1,0,75000,5858,0,565874,1,0,3,558,0,1,2,Rent,Duplex/Triplex/Rowhouse,Random Proportional,2006,
353,,0,0,86.34,0,0,65000,5869,0,28856,1,0,1,103,0,2,1,Own,Detached Single House,Random Proportional,2006,
354,,0,0,89.3,0,0,65000,5870,0,9715,0,2,2,676,0,2,2,Own,Apartment/Condo,Random Proportional,2006,
355,,0,0,301.54,1,0,45000,5874,0,1170063,1,0,2,2151,0,2,2,Own,Detached Single House,Random Proportional,2006,
356,,0,0,179.4,0,0,95000,5878,0,318075,1,1,2,1860,0,2,2,Own,Detached Single House,Random Proportional,2006,
357,,0,0,580.68,2,0,95000,5883,0,499893,0,0,2,783,0,1,2,Own,Detached Single House,Random Proportional,2006,
358,,0,0,147.19,3,0,105000,5889,0,421021,0,0,3,102,0,2,3,Own,Detached Single House,Random Proportional,2006,
359,,0,0,173.74,0,0,-1,5902,0,526593,1,0,1,425,0,1,1,Own,Apartment/Condo,Random Proportional,2006,
360,,0,0,236.35,0,0,65000,5911,0,980202,0,2,2,2368,0,1,2,Own,Detached Single House,Random Proportional,2006,
361,,0,0,206.21,1,0,-1,5918,1,1105861,0,0,2,2406,0,2,2,Own,Apartment/Condo,Random Proportional,2006,
362,,1,0,387.45,1,0,35000,5936,0,977094,0,0,2,2118,0,1,1,Own,Detached Single House,Random Proportional,2006,
363,,0,0,319.0,2,0,-1,5958,0,1008025,0,0,2,2142,0,3,2,Own,Detached Single House,Random Proportional,2006,
364,,1,0,387.45,1,0,35000,5987,0,961526,0,0,2,2419,0,1,1,Rent,Duplex/Triplex/Rowhouse,Random Proportional,2006,
365,,0,0,389.12,1,0,35000,6004,0,1116911,0,0,1,2453,0,1,1,Own,Duplex/Triplex/Rowhouse,Random Proportional,2006,
366,,0,0,412.88,2,1,65000,6017,0,975549,0,0,3,2322,0,2,3,Own,Detached Single House,Random Proportional,2006,
367,,0,0,298.12,0,0,25000,6019,0,1175970,1,1,2,2125,0,4,2,Own,Detached Single House,Random Proportional,2006,
368,,1,1,145.43,2,0,175000,6020,0,554745,0,0,4,130,0,2,2,Own,Detached Single House,Random Proportional,2006,
369,,0,0,203.66,1,0,45000,6022,1,1047665,0,0,2,2476,0,2,2,Own,Detached Single House,Random Proportional,2006,
370,,0,0,200.73,1,0,45000,6027,0,1149721,0,0,1,2358,0,2,1,Rent,Duplex/Triplex/Rowhouse,Random Proportional,2006,
371,,0,0,234.81,0,0,65000,6032,0,269106,0,2,2,1795,0,1,2,Own,Detached Single House,Random Proportional,2006,
372,,0,0,291.7,2,1,35000,6036,0,48614,0,0,3,885,0,3,3,Own,Detached Single House,Random Proportional,2006,
373,,0,0,1281.13,0,1,15000,6045,0,473176,1,0,2,1246,0,1,2,Own,Detached Single House,Random Proportional,2006,
374,,0,0,289.16,1,0,35000,6049,1,1062578,0,0,2,2515,0,2,2,Own,Apartment/Condo,Random Proportional,2006,
375,,0,0,156.04,1,0,45000,6055,0,992192,0,0,1,2606,0,2,1,Own,Detached Single House,Random Proportional,2006,
376,,0,0,156.57,1,0,65000,6074,1,567498,1,0,3,1059,0,2,3,Own,Detached Single House,Random Proportional,2006,
377,,0,0,75.81,0,0,-1,6076,0,562806,0,1,1,228,0,1,1,Own,Detached Single House,Random Proportional,2006,
378,,0,0,1227.72,1,0,35000,6112,0,711026,0,0,1,3340,0,1,1,Rent,Duplex/Triplex/Rowhouse,Random Proportional,2006,
379,,2,0,688.79,1,0,25000,6126,0,1106359,1,0,4,2662,0,2,2,Own,Detached Single House,Random Proportional,2006,
380,,0,0,307.94,0,0,45000,6133,0,537997,0,2,2,1718,0,2,2,Own,Detached Single House,Random Proportional,2006,
381,,0,0,135.52,1,0,65000,6143,0,557466,0,0,1,1494,0,3,1,Rent,Apartment/Condo,Random Proportional,2006,
382,,2,0,329.95,1,0,75000,6149,0,380658,1,0,4,1761,0,2,2,Own,Detached Single House,Random Proportional,2006,
383,,0,0,95.37,2,0,105000,6175,0,596548,0,0,2,3480,0,4,2,Own,Detached Single House,Random Proportional,2006,
384,,0,0,181.99,0,0,55000,6180,0,504210,0,2,2,1960,0,2,2,Own,Detached Single House,Random Proportional,2006,
385,,0,0,253.62,0,0,-1,6185,1,583525,1,0,2,3659,0,4,2,Own,Detached Single House,Random Proportional,2006,
386,,0,0,89.67,2,0,75000,6186,0,629083,0,0,2,3657,0,2,2,Own,Detached Single House,Random Proportional,2006,
387,,0,0,293.3,1,0,15000,6193,0,892935,0,0,1,2953,0,1,1,Rent,Apartment/Condo,Random Proportional,2006,
388,,0,0,490.12,2,0,85000,6210,0,268168,0,0,2,795,0,2,2,Own,Detached Single House,Random Proportional,2006,
389,,0,0,351.21,0,0,35000,6211,0,788470,0,1,1,3231,0,1,1,Own,Detached Single House,Random Proportional,2006,
390,,0,0,272.84,0,0,-1,6213,1,702921,0,1,2,2699,0,2,2,Own,Duplex/Triplex/Rowhouse,Random Proportional,2006,
391,,0,0,295.21,0,0,65000,6249,0,476986,2,0,2,1467,0,2,2,Own,Detached Single House,Random Proportional,2006,
392,,0,0,383.18,2,0,175000,6263,0,390646,0,0,2,1424,0,2,2,Own,Detached Single House,Random Proportional,2006,
393,,2,1,287.79,1,0,75000,6264,1,51540,0,0,5,1502,0,2,2,Own,Detached Single House,Random Proportional,2006,
394,,2,0,332.93,1,0,75000,6289,1,376442,0,0,4,1778,0,2,2,Own,Detached Single House,Random Proportional,2006,
395,,0,0,347.98,0,0,115000,6298,0,77405,2,0,2,1085,0,3,2,Own,Detached Single House,Random Proportional,2006,
396,,0,0,425.23,1,0,5000,6309,0,548264,0,0,1,1216,0,2,1,Rent,Apartment/Condo,Random Proportional,2006,
397,,0,1,681.43,1,0,45000,6311,0,216698,1,0,3,2087,0,1,2,Own,Detached Single House,Random Proportional,2006,
398,,0,0,219.23,1,0,55000,6329,0,491047,0,0,1,2069,0,1,1,Rent,Apartment/Condo,Random Proportional,2006,
399,,0,0,165.64,1,0,55000,6346,0,1076125,0,0,1,2663,0,1,1,Own,Detached Single House,Random Proportional,2006,
400,,1,0,305.14,2,1,55000,6352,0,127944,0,0,4,1790,0,2,3,Own,Detached Single House,Random Proportional,2006,
401,,0,0,231.76,0,0,95000,6361,0,191912,1,0,1,1541,0,1,1,Own,Detached Single House,Random Proportional,2006,
402,,0,0,425.44,1,0,35000,6363,0,413815,0,1,2,1420,0,2,2,Own,Apartment/Condo,Random Proportional,2006,
403,,0,0,347.98,2,0,-1,6367,0,181830,0,0,2,1620,0,4,2,Own,Detached Single House,Random Proportional,2006,
404,,0,0,347.98,2,0,115000,6373,0,417880,0,0,2,2078,0,5,2,Own,Detached Single House,Random Proportional,2006,
405,,0,0,66.1,0,0,65000,6377,0,612713,0,2,2,3474,0,2,2,Own,Detached Single House,Random Proportional,2006,
406,,0,0,1031.62,0,0,5000,6385,1,372,0,0,1,921,0,0,1,Rent,Apartment/Condo,Random Proportional,2006,
407,,0,0,412.46,1,0,45000,6391,1,333012,0,0,2,1565,0,2,2,Own,Detached Single House,Random Proportional,2006,
408,,0,0,1691.75,1,0,55000,6392,0,635396,0,0,1,3537,0,2,1,Own,Detached Single House,Random Proportional,2006,
409,,0,0,219.75,0,0,5000,6394,1,593954,0,0,1,3498,0,1,1,Own,Detached Single House,Random Proportional,2006,
410,,0,1,339.88,1,0,15000,6401,0,578433,0,0,2,3602,0,1,1,Own,Detached Single House,Random Proportional,2006,
411,,0,0,99.68,0,0,35000,6406,1,625869,0,0,1,3636,0,1,1,Own,Detached Single House,Random Proportional,2006,
412,,0,0,125.14,2,0,135000,6408,0,668449,0,0,3,3471,1,2,3,Own,Detached Single House,Random Proportional,2006,
413,,0,0,106.47,0,0,55000,6419,1,619620,0,0,1,3549,0,2,1,Own,Detached Single House,Random Proportional,2006,
414,,0,0,70.57,1,0,175000,6426,0,650942,0,1,2,3502,0,2,2,Own,Detached Single House,Random Proportional,2006,
415,,0,0,68.41,0,0,45000,6432,0,593480,0,2,2,3499,0,2,2,Own,Detached Single House,Random Proportional,2006,
416,,0,0,88.15,0,0,85000,6448,0,646629,1,1,2,3520,0,2,2,Own,Detached Single House,Random Proportional,2006,
417,,0,0,65.13,0,0,85000,6454,0,607781,0,2,2,3699,0,2,2,Own,Detached Single House,Random Proportional,2006,
