,fraction_with_jobs_outside,hh515,hhcu5,hhexpfac,hhftw,hhhsc,hhincome,hhno,hhoad,hhparcel,hhptw,hhret,hhsize,hhtaz,hhuni,hhvehs,hhwkrs,hownrent,hrestype,samptype,year,zone_id
1050,0.0,1,1,321.4382,2,0,62500,14105031,0,848523,0,0,4,2036,0,2,2,Own,Detached Single House,,2014,2035.0
1051,0.0,0,0,460.3758,2,0,175000,14105030,0,969123,0,0,2,1372,0,2,2,Own,Detached Single House,,2014,1371.0
1052,0.0,2,0,366.0012,1,0,87500,14105029,0,774083,1,0,4,1315,0,2,2,Own,Detached Single House,,2014,1314.0
1053,0.0,0,0,355.6196,0,0,-1,14105028,0,1100028,0,2,2,1969,0,2,0,Own,Detached Single House,,2014,1968.0
1054,0.0,0,2,457.6369,1,0,62500,14105027,1,789641,0,0,4,2011,0,2,1,Own,Detached Single House,,2014,2010.0
1055,0.0,0,0,81.4193,2,0,125000,14105026,0,1254987,0,0,2,1295,0,3,2,Own,Detached Single House,,2014,1294.0
1056,0.0,0,0,85.4979,0,0,-1,14105025,3,1232209,0,0,3,1084,0,3,0,Own,Detached Single House,,2014,1083.0
1057,0.0,0,0,77.7064,1,0,-1,14105024,0,947,1,0,2,1096,0,1,2,Own,Detached Single House,,2014,1095.0
1058,0.0,2,1,3885.321,2,0,125000,14105023,0,953463,0,0,5,921,0,2,2,Own,Detached Single House,,2014,920.0
1059,0.0,0,1,344.0245,1,0,125000,14105022,0,1196833,1,0,3,1393,0,2,2,Own,Detached Single House,,2014,1392.0
1060,0.0,0,0,424.6627,0,0,-1,14105021,0,948069,0,2,2,1416,0,3,0,Own,Detached Single House,,2014,1415.0
1061,0.0,0,0,611.6333,1,1,87500,14105020,0,2430,0,0,3,1878,1,2,2,Own,Detached Single House,,2014,1877.0
1062,0.0,0,0,150.4382,1,0,175000,14105019,0,2023,1,0,2,834,0,2,2,Own,Detached Single House,,2014,833.0
1063,0.0,0,0,244.7597,1,0,40000,14105018,0,1077972,0,0,1,1853,0,1,1,Rent,Dorm Room/Rented room,,2014,1852.0
1064,0.0,0,0,467.875,2,0,125000,14105017,0,805253,0,0,2,397,0,2,2,Rent,Dorm Room/Rented room,,2014,396.0
1065,0.0,0,0,293.2502,1,0,-1,14105016,0,1544,1,0,2,350,0,2,2,Own,Detached Single House,,2014,349.0
1066,0.0,0,0,119.3837,1,0,125000,14105015,0,1102102,1,0,2,718,0,2,2,Own,Detached Single House,,2014,717.0
1067,0.0,0,0,101.3543,1,0,62500,14105014,0,1202927,0,0,1,793,0,2,1,Own,Detached Single House,,2014,792.0
1068,0.0,0,0,66.4193,1,0,40000,14105013,0,1197002,0,0,1,563,0,1,1,Rent,Dorm Room/Rented room,,2014,562.0
1069,0.0,0,0,42.7363,2,0,225000,14105012,0,1202264,0,0,2,423,0,2,2,Own,Duplex/Triplex/Rowhouse,,2014,422.0
1070,0.0,0,0,61.8721,1,0,87500,14105011,0,1623,0,0,1,429,0,1,1,Own,Dorm Room/Rented room,,2014,428.0
1071,0.0,2,0,19.8072,1,0,87500,14105010,0,1156836,0,0,3,736,0,1,1,Own,Duplex/Triplex/Rowhouse,,2014,735.0
1072,0.0,0,0,38.9049,1,0,62500,14105009,0,1246679,1,0,2,680,0,1,2,Rent,Mobile Home/Trailer,,2014,679.0
1073,0.0,0,0,166.8007,0,0,62500,14105008,0,1102852,0,1,1,13,0,1,0,Own,Detached Single House,,2014,12.0
1074,0.0,0,0,63.6417,0,0,87500,14105007,0,829126,0,1,1,574,0,1,0,Rent,Dorm Room/Rented room,,2014,573.0
1075,0.0,0,0,71.6131,2,0,275000,14105006,0,1064715,0,0,2,570,0,2,2,Own,Dorm Room/Rented room,,2014,569.0
1076,0.0,0,0,21.8398,2,0,125000,14105005,0,1242366,0,0,2,624,0,2,2,Own,Dorm Room/Rented room,,2014,623.0
1077,0.0,0,0,95.4214,2,0,17500,14105004,0,825564,0,0,2,599,0,0,2,Rent,Apartment/Condo,,2014,598.0
1078,0.0,2,0,327.6436,2,0,125000,14105003,0,1044353,0,2,6,100,0,3,2,Own,Detached Single House,,2014,99.0
1079,0.0,0,0,47.3777,1,0,87500,14105002,0,1341,0,0,1,145,0,1,1,Rent,Duplex/Triplex/Rowhouse,,2014,144.0
1080,0.0,0,0,211.0043,1,0,87500,14105001,0,1336,0,0,1,140,0,1,1,Own,Detached Single House,,2014,139.0
1081,0.0,0,0,166.8007,0,0,62500,14105000,0,1382,0,1,1,186,0,1,0,Own,Duplex/Triplex/Rowhouse,,2014,185.0
1082,0.0,0,0,136.0426,0,0,-1,14104999,0,703506,1,1,2,114,0,1,1,Own,Detached Single House,,2014,113.0
1083,0.0,0,0,98.2276,0,0,62500,14104998,1,688663,1,0,2,1675,0,1,1,Rent,Dorm Room/Rented room,,2014,1674.0
1084,0.0,0,0,77.1846,0,0,62500,14104997,0,802985,0,2,2,2083,0,2,0,Own,Detached Single House,,2014,2082.0
1085,0.0,4,1,207.1665,1,0,62500,14104996,0,287978,1,0,7,3515,0,1,2,Rent,Duplex/Triplex/Rowhouse,,2014,3514.0
1086,0.0,0,0,211.3868,1,0,-1,14104995,0,289012,0,1,2,3515,0,1,1,Rent,Dorm Room/Rented room,,2014,3514.0
1087,0.0,0,0,116.6818,1,0,40000,14104994,1,525592,0,0,2,2960,0,2,1,Own,Detached Single House,,2014,2959.0
1088,0.0,0,0,119.3278,1,0,40000,14104993,1,668645,0,0,2,3319,0,2,1,Rent,Apartment/Condo,,2014,3318.0
1089,0.0,0,0,146.9868,0,0,12500,14104992,1,463893,0,0,1,3047,0,1,0,Rent,Dorm Room/Rented room,,2014,3046.0
1090,0.0,0,0,59.0117,0,0,40000,14104991,0,1171518,0,2,2,316,0,1,0,Own,Detached Single House,,2014,315.0
1091,0.0,0,0,72.6544,0,0,30000,14104990,0,1510,0,0,1,316,1,1,1,Rent,Dorm Room/Rented room,,2014,315.0
1092,0.0,0,0,81.5452,1,0,40000,14104989,0,995308,0,0,1,398,0,1,1,Rent,Dorm Room/Rented room,,2014,397.0
1093,0.0,0,0,48.1891,0,0,30000,14104988,0,894095,1,0,1,242,0,1,1,Rent,Dorm Room/Rented room,,2014,241.0
1094,0.0,0,0,69.5764,0,0,62500,14104987,0,1265842,0,1,1,176,0,0,0,Own,Dorm Room/Rented room,,2014,175.0
1095,0.0,0,0,123.1913,1,0,40000,14104986,1,108019,0,0,2,2270,0,2,1,Own,Detached Single House,,2014,2269.0
1096,0.0,0,0,106.5304,0,0,17500,14104985,1,581044,1,1,3,3240,0,2,1,,Detached Single House,,2014,3239.0
1097,0.0,0,0,197.8493,1,0,62500,14104984,1,2944,0,0,2,2297,0,1,1,Rent,Dorm Room/Rented room,,2014,2296.0
1098,0.0,0,0,47.1777,1,0,-1,14104983,0,1160404,1,0,2,454,0,1,2,Rent,Dorm Room/Rented room,,2014,453.0
1099,0.0,0,0,53.3476,1,0,125000,14104982,0,1274385,0,0,1,559,0,1,1,Own,Detached Single House,,2014,558.0
1100,0.0,0,0,75.0548,1,0,62500,14104981,0,1774,0,0,1,580,0,2,1,Rent,Dorm Room/Rented room,,2014,579.0
1101,0.0,0,0,57.0002,1,0,125000,14104980,1,1764,0,0,2,570,0,2,1,Own,Dorm Room/Rented room,,2014,569.0
1102,0.0,0,0,14.2155,1,0,-1,14104979,0,889047,0,0,1,748,0,1,1,Own,Detached Single House,,2014,747.0
1103,0.0,0,0,18.1283,2,0,125000,14104978,0,1242366,0,0,2,624,0,1,2,Rent,Dorm Room/Rented room,,2014,623.0
1104,0.0,0,0,20.2382,1,0,62500,14104977,0,676839,0,0,1,679,0,1,1,Own,Dorm Room/Rented room,,2014,678.0
1105,0.0,0,0,90.0079,1,0,87500,14104976,0,1637,0,0,1,443,0,1,1,Rent,Dorm Room/Rented room,,2014,442.0
1106,0.0,0,0,60.0602,1,0,125000,14104975,0,1642,0,0,1,448,0,0,1,,,,2014,447.0
1107,0.0,1,0,114.5552,0,0,62500,14104974,0,860363,0,0,2,387,1,1,0,Own,Detached Single House,,2014,386.0
1108,0.0,0,0,59.083,1,0,62500,14104973,0,1078523,0,0,1,554,0,1,1,Rent,Dorm Room/Rented room,,2014,553.0
1109,0.0,0,0,83.5736,0,0,17500,14104972,0,769495,1,1,2,254,0,2,1,Own,Dorm Room/Rented room,,2014,253.0
1110,0.0,0,0,122.2623,1,0,87500,14104971,1,757911,0,0,2,260,0,4,1,Own,Detached Single House,,2014,259.0
1111,0.0,0,0,57.2513,2,0,175000,14104970,0,852158,1,0,3,403,0,1,3,Rent,Dorm Room/Rented room,,2014,402.0
1112,0.0,0,0,102.8096,1,0,40000,14104969,0,1516,0,0,1,322,0,1,1,Rent,Dorm Room/Rented room,,2014,321.0
1113,0.0,0,0,133.2225,1,0,62500,14104968,1,1891,1,0,3,697,0,4,2,Own,Detached Single House,,2014,696.0
1114,0.0,0,0,79.7591,1,0,125000,14104967,0,922231,1,0,2,658,0,1,2,Own,Detached Single House,,2014,657.0
1115,0.0,0,0,211.9954,0,0,5000,14104966,0,1863,1,0,1,669,0,0,1,Rent,Dorm Room/Rented room,,2014,668.0
1116,0.0,0,0,92.2597,1,0,-1,14104965,0,851240,0,0,1,1611,0,1,1,Rent,Dorm Room/Rented room,,2014,1610.0
1117,0.0,0,0,64.9281,1,0,30000,14104964,0,3336,1,1,3,1570,0,1,2,Rent,Dorm Room/Rented room,,2014,1569.0
1118,0.0,0,0,67.7194,1,0,125000,14104963,0,2184,0,0,1,1567,0,1,1,Own,Duplex/Triplex/Rowhouse,,2014,1566.0
1119,0.0,0,0,184.7477,0,0,17500,14104962,0,1017219,0,2,2,1623,0,1,0,Own,Dorm Room/Rented room,,2014,1622.0
1120,0.0,2,0,295.653,2,0,225000,14104961,0,1114884,0,0,4,594,0,2,2,Own,Detached Single House,,2014,593.0
1121,0.0,0,1,104.3871,2,0,225000,14104960,0,1646,0,0,3,452,0,2,2,Own,Dorm Room/Rented room,,2014,451.0
1122,0.0,0,0,47.8794,2,0,87500,14104959,0,999913,0,0,2,451,0,1,2,Own,Dorm Room/Rented room,,2014,450.0
1123,0.0,0,0,59.2887,0,0,62500,14104958,0,888102,1,0,1,397,0,0,1,Own,Dorm Room/Rented room,,2014,396.0
1124,0.0,0,0,287.5472,1,0,-1,14104957,1,2121,0,0,2,1533,0,2,1,Rent,Dorm Room/Rented room,,2014,1532.0
1125,0.0,0,1,80.4853,1,0,175000,14104956,0,1263,0,0,3,65,1,2,2,Own,Detached Single House,,2014,64.0
1126,0.0,0,0,97.2891,0,0,125000,14104955,0,909946,0,2,2,172,0,2,0,Own,Dorm Room/Rented room,,2014,171.0
1127,0.0,0,0,61.3121,1,0,125000,14104954,0,706014,1,0,2,311,0,2,2,Own,Detached Single House,,2014,310.0
1128,0.0,0,0,39.7896,1,0,62500,14104953,0,827970,1,0,2,324,0,1,2,Rent,Dorm Room/Rented room,,2014,323.0
1129,0.0,0,0,78.443,1,0,87500,14104952,0,1245299,0,0,1,92,0,1,1,Own,Detached Single House,,2014,91.0
1130,0.0,0,0,58.8877,2,0,87500,14104951,0,1268935,0,0,2,184,0,1,2,Rent,Duplex/Triplex/Rowhouse,,2014,183.0
1131,0.0,0,0,201.3499,0,0,30000,14104950,1,300325,1,0,2,3690,0,1,1,Own,Duplex/Triplex/Rowhouse,,2014,3689.0
1132,0.0,0,0,91.6866,1,0,87500,14104949,0,288575,0,0,1,3687,0,2,1,Own,Detached Single House,,2014,3686.0
1133,0.0,0,0,250.9842,1,0,62500,14104948,0,1263070,0,0,1,1930,0,1,1,Rent,Dorm Room/Rented room,,2014,1929.0
1134,0.0,1,0,233.6274,1,0,125000,14104947,1,1230004,0,0,3,2083,0,2,1,Own,Detached Single House,,2014,2082.0
1135,0.0,0,0,160.892,0,0,5000,14104946,0,1063862,0,1,1,400,0,0,0,Rent,Dorm Room/Rented room,,2014,399.0
1136,0.0,0,0,110.1774,0,0,-1,14104945,0,1258028,1,0,1,400,0,1,1,Own,Dorm Room/Rented room,,2014,399.0
1137,0.0,0,2,295.653,2,0,175000,14104944,0,987982,0,0,4,589,0,2,2,Own,Detached Single House,,2014,588.0
1138,0.0,0,0,145.5294,2,0,225000,14104943,0,883798,0,0,2,385,0,2,2,Rent,Dorm Room/Rented room,,2014,384.0
1139,0.0,0,0,119.911,0,0,87500,14104942,0,888179,0,2,2,401,0,2,0,Rent,Dorm Room/Rented room,,2014,400.0
1140,0.0,0,0,48.5565,1,0,275000,14104941,0,1466,0,0,1,272,0,1,1,Own,Detached Single House,,2014,271.0
1141,0.0,0,0,47.236,0,0,175000,14104940,0,820328,0,2,2,278,0,1,0,Own,Detached Single House,,2014,277.0
1142,0.0,0,0,78.0574,2,0,175000,14104939,0,865511,0,0,2,294,0,1,2,Own,Duplex/Triplex/Rowhouse,,2014,293.0
1143,0.0,0,0,127.0535,1,0,40000,14104938,0,893323,0,0,1,241,0,0,1,Rent,Apartment/Condo,,2014,240.0
1144,0.0,0,1,25.5731,1,0,125000,14104937,0,887165,0,0,2,324,0,1,1,Own,Dorm Room/Rented room,,2014,323.0
1145,0.0,0,0,109.6565,1,0,225000,14104936,0,907891,0,0,1,119,0,1,1,Own,Detached Single House,,2014,118.0
1146,0.0,0,0,87.4445,2,0,175000,14104935,0,1379,0,0,2,183,0,2,2,Own,Detached Single House,,2014,182.0
1147,0.0,0,1,247.2649,2,0,275000,14104934,1,842910,0,0,4,1454,0,2,2,Own,Detached Single House,,2014,1453.0
1148,0.0,0,0,381.0273,0,0,62500,14104933,0,1050378,1,1,2,1478,0,2,1,Own,Detached Single House,,2014,1477.0
1149,0.0,0,0,195.7205,0,0,125000,14104932,2,1176917,0,0,2,1467,0,2,0,Own,Detached Single House,,2014,1466.0
1150,0.0,0,0,164.9212,0,0,5000,14104931,1,321,0,0,1,2861,0,0,0,Rent,Dorm Room/Rented room,,2014,2860.0
1151,0.0,1,0,208.9829,2,0,87500,14104930,0,335165,0,0,3,3629,0,7,2,Own,Detached Single House,,2014,3628.0
1152,0.0,0,0,106.0257,1,0,62500,14104929,0,325631,0,1,2,3599,0,2,1,Rent,Apartment/Condo,,2014,3598.0
1153,0.0,0,0,176.3144,1,0,30000,14104928,1,1041322,0,0,2,1995,0,1,1,Other,Detached Single House,,2014,1994.0
1154,0.0,0,0,202.387,1,0,17500,14104927,0,788,0,0,1,887,0,1,1,Own,Mobile Home/Trailer,,2014,886.0
1155,0.0,0,0,56.5881,2,0,87500,14104926,0,674261,0,0,2,1354,0,1,2,Rent,Dorm Room/Rented room,,2014,1353.0
1156,0.0,0,0,65.9,0,0,87500,14104925,0,1067668,2,0,2,1042,0,5,2,Own,Detached Single House,,2014,1041.0
1157,0.0,0,0,32.1217,1,0,40000,14104924,1,917796,1,0,3,1160,0,2,2,Rent,Dorm Room/Rented room,,2014,1159.0
1158,0.0,0,0,563.7578,0,0,5000,14104923,1,832720,0,0,1,1245,0,1,0,Rent,Dorm Room/Rented room,,2014,1244.0
1159,0.0,0,0,72.4851,1,0,87500,14104922,1,852232,0,0,2,1857,0,2,1,Own,Detached Single House,,2014,1856.0
1160,0.0,0,0,338.0229,0,0,17500,14104921,1,851764,0,0,1,1832,0,0,0,Rent,Apartment/Condo,,2014,1831.0
1161,0.0,0,0,226.9971,0,0,30000,14104920,0,743756,0,1,1,1831,0,1,0,Own,Detached Single House,,2014,1830.0
1162,0.0,0,0,95.4549,1,0,87500,14104919,0,968509,0,1,2,1404,0,1,1,Own,Duplex/Triplex/Rowhouse,,2014,1403.0
1163,0.0,0,0,111.9752,1,0,40000,14104918,0,2613,0,0,1,1811,0,2,1,,Other,,2014,1810.0
1164,0.0,0,2,99.5606,2,0,125000,14104917,0,1905,0,0,4,711,0,1,2,Own,Duplex/Triplex/Rowhouse,,2014,710.0
1165,0.0,0,0,46.4233,2,0,275000,14104916,0,692571,0,0,2,645,0,2,2,Own,Detached Single House,,2014,644.0
1166,0.0,0,1,68.4597,1,0,30000,14104915,0,794370,1,0,3,712,0,1,2,Rent,Apartment/Condo,,2014,711.0
1167,0.0,0,0,46.4233,2,0,-1,14104914,0,763929,0,0,2,712,0,2,2,Own,Apartment/Condo,,2014,711.0
1168,0.0,0,0,76.334,1,0,62500,14104913,0,1208219,0,0,1,609,0,0,1,Rent,Detached Single House,,2014,608.0
1169,0.0,0,0,87.2098,0,0,5000,14104911,2,1052400,0,0,2,612,0,0,0,Rent,,,2014,611.0
1170,0.0,0,0,63.2706,1,0,87500,14104910,0,1749,0,0,1,555,0,1,1,Rent,Dorm Room/Rented room,,2014,554.0
1171,0.0,2,0,79.4488,2,0,175000,14104909,0,1050250,0,0,4,437,0,1,2,Own,Dorm Room/Rented room,,2014,436.0
1172,0.0,0,0,86.538,1,0,40000,14104908,0,716718,0,0,1,473,0,0,1,Rent,Dorm Room/Rented room,,2014,472.0
1173,0.0,0,0,98.1467,0,0,17500,14104907,1,1148163,0,0,1,429,0,0,0,Rent,Dorm Room/Rented room,,2014,428.0
1174,0.0,0,0,121.6337,1,0,17500,14104906,0,1164377,0,0,1,550,0,0,1,Own,Dorm Room/Rented room,,2014,549.0
1175,0.0,0,0,86.538,1,0,30000,14104905,0,1052395,0,0,1,612,0,0,1,Rent,Dorm Room/Rented room,,2014,611.0
1176,0.0,0,0,72.8336,2,0,175000,14104904,0,1769,0,0,2,575,0,0,2,Own,Dorm Room/Rented room,,2014,574.0
1177,0.0,0,0,98.1467,0,0,17500,14104903,1,1052400,0,0,1,612,0,0,0,Rent,Dorm Room/Rented room,,2014,611.0
1178,0.0,0,0,74.5526,2,0,175000,14104902,0,1631,0,0,2,437,0,1,2,Rent,Dorm Room/Rented room,,2014,436.0
1179,0.0,0,0,57.9717,1,0,125000,14104901,1,716780,0,0,2,495,0,0,1,Rent,Dorm Room/Rented room,,2014,494.0
1180,0.0,0,0,42.3749,2,0,87500,14104900,0,718302,0,0,2,464,0,1,2,Rent,Dorm Room/Rented room,,2014,463.0
1181,0.0,0,0,59.4868,1,0,40000,14104899,0,1219779,0,0,1,547,0,0,1,Rent,Dorm Room/Rented room,,2014,546.0
1182,0.0,0,0,59.21,1,0,30000,14104898,0,1759,0,0,1,565,0,1,1,Rent,Dorm Room/Rented room,,2014,564.0
1183,0.0,0,0,46.6469,1,0,62500,14104897,0,1223529,0,0,1,281,0,0,1,Rent,Dorm Room/Rented room,,2014,280.0
1184,0.0,0,0,43.561,1,0,62500,14104896,0,1479,0,0,1,285,0,1,1,Rent,Dorm Room/Rented room,,2014,284.0
1185,0.0,0,0,46.63,2,0,62500,14104895,0,2347,0,0,2,4,0,2,2,Rent,Dorm Room/Rented room,,2014,3.0
1186,0.0,0,0,577.3278,0,0,17500,14104894,0,545934,0,2,2,3460,0,2,0,Own,Detached Single House,,2014,3459.0
1187,0.0,0,0,98.3456,1,0,62500,14104893,0,431824,1,0,2,2975,0,2,2,Rent,Dorm Room/Rented room,,2014,2974.0
1188,0.0,0,0,101.4045,1,0,87500,14104892,0,458883,0,0,1,3053,0,1,1,Own,Detached Single House,,2014,3052.0
1189,0.0,0,0,174.4147,0,0,5000,14104891,1,462749,0,0,1,3347,0,0,0,Rent,Apartment/Condo,,2014,3346.0
1190,0.0,0,0,180.4589,1,0,62500,14104890,1,484169,0,0,2,3347,0,2,1,Rent,Dorm Room/Rented room,,2014,3346.0
1191,0.0,0,0,150.5648,1,0,62500,14104889,0,220631,0,0,1,2595,0,1,1,Rent,Dorm Room/Rented room,,2014,2594.0
1192,0.0,0,0,443.2657,0,0,17500,14104888,0,216798,0,1,1,2592,0,0,0,Own,Detached Single House,,2014,2591.0
1193,0.0,0,0,187.7517,0,0,30000,14104887,0,105126,0,2,2,2250,0,1,0,Rent,Dorm Room/Rented room,,2014,2249.0
1194,0.0,0,0,92.9288,0,0,40000,14104886,0,476407,1,0,1,2805,0,1,1,Rent,Dorm Room/Rented room,,2014,2804.0
1195,0.0,0,0,61.1104,2,0,62500,14104885,0,539,0,0,2,3199,0,2,2,Rent,Detached Single House,,2014,3197.0
1196,0.0,0,0,335.6478,2,0,87500,14104884,0,616,0,0,2,3286,0,2,2,Rent,Dorm Room/Rented room,,2014,3285.0
1197,0.0,0,0,95.3161,2,0,40000,14104883,0,472367,0,0,2,3262,0,2,2,Rent,Dorm Room/Rented room,,2014,3261.0
1198,0.0,1,0,419.9296,0,0,5000,14104882,2,439,0,0,3,3048,0,0,0,Rent,Dorm Room/Rented room,,2014,3047.0
1199,0.0,0,0,128.5137,1,0,30000,14104881,0,497225,0,0,1,3194,0,2,1,Own,Detached Single House,,2014,3193.0
1200,0.0,1,0,246.7677,0,0,5000,14104880,1,2898,0,0,2,2251,0,1,0,Rent,Duplex/Triplex/Rowhouse,,2014,2250.0
1201,0.0,0,0,275.2984,2,0,30000,14104879,0,133895,0,0,2,2393,0,1,2,Rent,Dorm Room/Rented room,,2014,2392.0
1202,0.0,0,0,167.5743,1,0,62500,14104878,0,176597,0,0,1,2419,0,1,1,Own,Dorm Room/Rented room,,2014,2418.0
1203,0.0,0,0,78.1607,1,0,87500,14104877,1,437219,0,0,2,3007,0,2,1,Own,Detached Single House,,2014,3006.0
1204,0.0,0,1,354.5407,1,0,40000,14104876,0,462834,1,0,3,3061,0,2,2,Own,Detached Single House,,2014,3060.0
1205,0.0,0,0,426.594,2,0,40000,14104875,0,2847,0,0,2,2195,0,2,2,Own,Detached Single House,,2014,2194.0
1206,0.0,0,0,33.6479,0,0,87500,14104874,0,1225339,1,1,2,280,0,2,1,Own,Dorm Room/Rented room,,2014,279.0
1207,0.0,0,0,41.9858,1,0,62500,14104873,0,751679,0,0,1,304,0,0,1,Rent,Dorm Room/Rented room,,2014,303.0
1208,0.0,0,0,28.9869,1,0,125000,14104872,0,1044577,1,0,2,68,0,1,2,Rent,Dorm Room/Rented room,,2014,67.0
1209,0.0,0,0,76.334,1,0,62500,14104871,0,829002,0,0,1,480,0,0,1,Rent,Dorm Room/Rented room,,2014,479.0
1210,0.0,0,0,42.9261,2,0,30000,14104870,0,1135421,0,0,2,556,0,1,2,Rent,Dorm Room/Rented room,,2014,555.0
1211,0.0,0,0,60.8908,1,0,40000,14104869,0,1148171,0,0,1,429,0,1,1,Rent,Dorm Room/Rented room,,2014,428.0
1212,0.0,0,0,21.6133,0,0,30000,14104868,1,1078805,0,0,1,425,0,0,0,Rent,Dorm Room/Rented room,,2014,424.0
1213,0.0,0,0,88.5804,1,0,30000,14104867,0,1222562,0,0,1,550,0,1,1,Rent,Dorm Room/Rented room,,2014,549.0
1214,0.0,0,0,86.0033,0,0,17500,14104866,0,1222562,0,1,1,550,0,0,0,Rent,Apartment/Condo,,2014,549.0
1215,0.0,0,0,97.1501,1,0,125000,14104865,0,718287,0,0,1,463,0,1,1,Rent,Dorm Room/Rented room,,2014,462.0
1216,0.0,0,0,142.7782,0,0,17500,14104864,1,1052476,0,0,1,614,0,0,0,Rent,Dorm Room/Rented room,,2014,613.0
1217,0.0,0,1,100.1232,1,0,62500,14104863,0,1080542,0,0,3,711,1,1,2,Own,Duplex/Triplex/Rowhouse,,2014,710.0
1218,0.0,0,0,54.5609,2,0,40000,14104862,0,1052395,0,0,2,612,0,0,2,Rent,Dorm Room/Rented room,,2014,611.0
1219,0.0,0,0,142.9745,0,0,17500,14104861,0,1078807,1,0,1,425,0,0,1,Rent,Dorm Room/Rented room,,2014,424.0
1220,0.0,0,0,56.3279,1,0,40000,14104860,0,1135446,0,0,1,564,0,0,1,Rent,Dorm Room/Rented room,,2014,563.0
1221,0.0,0,0,98.1467,0,0,5000,14104859,1,716787,0,0,1,489,0,0,0,Rent,Dorm Room/Rented room,,2014,488.0
1222,0.0,0,0,102.0208,1,0,87500,14104858,0,718287,0,0,1,463,0,2,1,Rent,Dorm Room/Rented room,,2014,462.0
1223,0.0,0,0,118.2463,1,0,175000,14104857,0,1169937,0,0,1,568,0,1,1,Rent,Dorm Room/Rented room,,2014,567.0
1224,0.0,0,0,35.973,0,0,87500,14104856,0,1148829,1,1,2,572,0,1,1,Own,Dorm Room/Rented room,,2014,571.0
1225,0.0,0,0,61.1882,0,0,30000,14104855,0,829111,0,1,1,571,0,0,0,Own,Dorm Room/Rented room,,2014,570.0
1226,0.0,0,0,88.5804,1,0,40000,14104854,0,828981,0,0,1,499,0,1,1,Rent,Dorm Room/Rented room,,2014,498.0
1227,0.0,0,0,83.6118,1,0,5000,14104853,0,718325,0,0,1,470,0,0,1,Rent,Dorm Room/Rented room,,2014,469.0
1228,0.0,0,0,34.7164,0,0,62500,14104852,0,1750,0,1,1,556,0,0,0,Rent,Dorm Room/Rented room,,2014,555.0
1229,0.0,0,0,60.8908,1,0,40000,14104851,0,1052472,0,0,1,614,0,1,1,Rent,Dorm Room/Rented room,,2014,613.0
1230,0.0,0,0,37.1925,1,0,30000,14104850,1,1273276,0,0,2,613,0,1,1,Rent,Dorm Room/Rented room,,2014,612.0
1231,0.0,0,0,151.0029,0,0,17500,14104849,1,1057198,0,0,1,761,0,1,0,Rent,Dorm Room/Rented room,,2014,760.0
1232,0.0,0,0,62.1871,2,0,225000,14104848,0,974306,0,0,2,832,0,2,2,Own,Detached Single House,,2014,831.0
1233,0.0,0,0,143.4109,3,0,40000,14104847,0,1194798,0,0,3,849,0,2,3,Own,Detached Single House,,2014,848.0
1234,0.0,0,0,289.3254,1,0,30000,14104846,0,2611,2,0,3,1809,0,1,3,Rent,Dorm Room/Rented room,,2014,1808.0
1235,0.0,0,0,117.6853,2,0,62500,14104845,0,2383,0,0,2,1831,0,1,2,Own,Dorm Room/Rented room,,2014,1830.0
1236,0.0,0,1,360.5069,1,0,40000,14104844,1,1234033,0,0,3,1118,0,1,1,Own,Detached Single House,,2014,1117.0
1237,0.0,0,0,632.6593,1,0,30000,14104843,0,802603,0,0,1,1266,0,1,1,Rent,Dorm Room/Rented room,,2014,1265.0
1238,0.0,0,0,265.9115,0,0,62500,14104842,1,1074295,0,0,1,949,0,1,0,Own,Duplex/Triplex/Rowhouse,,2014,948.0
1239,0.0,0,0,161.013,1,0,87500,14104841,0,1179017,0,0,1,938,0,2,1,Own,Dorm Room/Rented room,,2014,937.0
1240,0.0,0,0,192.8523,0,0,62500,14104840,0,685315,0,1,1,957,0,1,0,Own,Dorm Room/Rented room,,2014,956.0
1241,0.0,0,0,181.3085,1,0,40000,14104839,0,673423,0,0,1,957,0,1,1,Rent,Dorm Room/Rented room,,2014,956.0
1242,0.0,0,0,116.9046,1,0,125000,14104838,0,369716,0,1,2,3595,0,2,1,Own,Detached Single House,,2014,3594.0
1243,0.0,0,0,120.0131,0,0,17500,14104837,2,335307,0,0,2,3629,0,1,0,Rent,Other,,2014,3628.0
1244,0.0,0,0,152.0196,2,0,225000,14104836,0,284,0,0,2,2815,0,3,2,Own,Detached Single House,,2014,2814.0
1245,0.0,1,2,255.6552,1,0,87500,14104835,0,2112,1,0,5,1523,0,2,2,Own,Detached Single House,,2014,1522.0
1246,0.0,0,0,163.0479,1,0,-1,14104834,0,2040,0,0,1,1420,0,2,1,Own,Detached Single House,,2014,1419.0
1247,0.0,0,0,106.139,3,0,275000,14104833,0,2039,0,0,3,1419,0,3,3,Own,Duplex/Triplex/Rowhouse,,2014,1418.0
1248,0.0,0,0,213.5855,1,0,62500,14104832,0,1081955,0,0,1,1460,0,1,1,Own,Detached Single House,,2014,1459.0
1249,0.0,0,0,92.0069,2,0,125000,14104831,0,729992,0,0,3,1528,1,3,2,Own,Detached Single House,,2014,1527.0
1250,0.0,0,1,65.6616,1,0,87500,14104830,1,1297,0,0,3,99,0,1,1,Rent,Duplex/Triplex/Rowhouse,,2014,98.0
