w_geocode,Base,Zone,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,,
530530729051036,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051037,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051038,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051039,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051042,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051043,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051044,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051045,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051046,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051049,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051050,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051051,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051052,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051053,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051057,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051058,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051059,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051062,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051063,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051064,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051065,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051066,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051067,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051068,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051069,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051070,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051071,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051074,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051075,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051076,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051077,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051078,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051079,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051080,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051081,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051082,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051083,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051084,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051085,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051088,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051089,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051090,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051091,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051092,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051093,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051094,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051099,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051104,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051107,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051108,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051109,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051004,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051007,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051009,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051014,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051041,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051048,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051061,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051073,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051087,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051096,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051098,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051101,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051103,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051106,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051056,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051112,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051033,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051021,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051000,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729061013,JBLM Central,3353,211,234,258,281,304,328,351,374,397,421,444,443,443,442,441,441,440,439,438,438,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,,
530530729061123,JBLM Central,3353,211,234,258,281,304,328,351,374,397,421,444,443,443,442,441,441,440,439,438,438,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,,
530530729061124,JBLM Central,3353,211,234,258,281,304,328,351,374,397,421,444,443,443,442,441,441,440,439,438,438,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,,
530530729061125,JBLM Central,3353,211,234,258,281,304,328,351,374,397,421,444,443,443,442,441,441,440,439,438,438,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,,
530530729061126,JBLM Central,3353,211,234,258,281,304,328,351,374,397,421,444,443,443,442,441,441,440,439,438,438,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,,
530530729061179,JBLM Central,3353,211,234,258,281,304,328,351,374,397,421,444,443,443,442,441,441,440,439,438,438,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,,
530530729061206,JBLM Central,3353,211,234,258,281,304,328,351,374,397,421,444,443,443,442,441,441,440,439,438,438,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,,
530530729061208,JBLM Central,3353,211,234,258,281,304,328,351,374,397,421,444,443,443,442,441,441,440,439,438,438,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,,
530530729061209,JBLM Central,3353,211,234,258,281,304,328,351,374,397,421,444,443,443,442,441,441,440,439,438,438,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,,
530530729061210,JBLM Central,3353,211,234,258,281,304,328,351,374,397,421,444,443,443,442,441,441,440,439,438,438,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,,
530530729061211,JBLM Central,3353,211,234,258,281,304,328,351,374,397,421,444,443,443,442,441,441,440,439,438,438,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,,
530530729061212,JBLM Central,3353,211,234,258,281,304,328,351,374,397,421,444,443,443,442,441,441,440,439,438,438,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,,
530530729061213,JBLM Central,3353,211,234,258,281,304,328,351,374,397,421,444,443,443,442,441,441,440,439,438,438,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,,
530530729061214,JBLM Central,3353,211,234,258,281,304,328,351,374,397,421,444,443,443,442,441,441,440,439,438,438,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,,
530530729061215,JBLM Central,3353,211,234,258,281,304,328,351,374,397,421,444,443,443,442,441,441,440,439,438,438,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,,
530530729061216,JBLM Central,3353,211,234,258,281,304,328,351,374,397,421,444,443,443,442,441,441,440,439,438,438,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,,
530530729061217,JBLM Central,3353,211,234,258,281,304,328,351,374,397,421,444,443,443,442,441,441,440,439,438,438,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,,
530530729061218,JBLM Central,3353,211,234,258,281,304,328,351,374,397,421,444,443,443,442,441,441,440,439,438,438,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,,
530530729061222,JBLM Central,3353,211,234,258,281,304,328,351,374,397,421,444,443,443,442,441,441,440,439,438,438,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,,
530530729062001,JBLM Central,3353,211,234,258,281,304,328,351,374,397,421,444,443,443,442,441,441,440,439,438,438,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,,
530530729062002,JBLM Central,3353,211,234,258,281,304,328,351,374,397,421,444,443,443,442,441,441,440,439,438,438,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,,
530530729062005,JBLM Central,3353,211,234,258,281,304,328,351,374,397,421,444,443,443,442,441,441,440,439,438,438,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,,
530530729062004,JBLM Central,3353,211,234,258,281,304,328,351,374,397,421,444,443,443,442,441,441,440,439,438,438,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,,
530530729061205,JBLM Central,3353,211,234,258,281,304,328,351,374,397,421,444,443,443,442,441,441,440,439,438,438,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,,
530530729061221,JBLM Central,3353,211,234,258,281,304,328,351,374,397,421,444,443,443,442,441,441,440,439,438,438,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,,
530530729061122,JBLM Central,3353,211,234,258,281,304,328,351,374,397,421,444,443,443,442,441,441,440,439,438,438,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,,
530530729061043,JBLM Central,3353,211,234,258,281,304,328,351,374,397,421,444,443,443,442,441,441,440,439,438,438,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,,
530530729061202,JBLM Central,3353,211,234,258,281,304,328,351,374,397,421,444,443,443,442,441,441,440,439,438,438,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,,
530530729061178,JBLM Central,3353,211,234,258,281,304,328,351,374,397,421,444,443,443,442,441,441,440,439,438,438,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,,
530530729062000,JBLM Central,3353,211,234,258,281,304,328,351,374,397,421,444,443,443,442,441,441,440,439,438,438,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,,
530530729061024,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061025,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061026,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061027,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061030,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061031,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061034,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061035,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061090,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061091,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061097,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061103,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061104,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061105,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061106,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061107,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061108,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061111,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061112,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061113,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061114,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061115,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061207,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061015,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061023,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061029,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061033,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061099,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061110,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061117,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061012,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061102,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061096,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061021,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061133,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061089,JBLM South,3355,22,24,27,29,31,34,36,38,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
530530729061005,JBLM East,3356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
