FID,FID_juncti,OBJECTID,ANCILLARYR,ENABLED,PSRCjunctI,JunctionTy,TRANSITSTO,P_RStalls,Modes,FTRdescrip,inServiceD,outService,dateLastUp,EMME2nodeI,EMME2nodeL,DateCreate,LastEditor,EditNotes,Processing,EMME2Dir,EMME2HOV,PSRC_E2ID,ScenarioID,Scen_Node,IsZone,XCoord,YCoord,lat,lon,FID_urbcen,ID,NAME,AREA_FEET,PERIMETER_,PARKING,POPDEN1996,PLANPOP96,JOBS1994,PLANJOBS94,HOUSEUNITS,HUPLAN,FLOORSPC,ACRES,HECTARES,AREA,PERIMETER,ADOPTDATE
1147,1288,60720411,0,1,82843,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86843,0,1273063.882350000100000,223037.411765000000000,47.6016998,-122.3219986,7,0,Seattle First Hill/Capitol Hill,39844664.884999998000000,31626.325000000001000,0,28975,35440,33393,45093,20726,26266,0.000000000000000,914.711000000000010,370.170999999999990,39844664.884999998000000,31626.325000000001000, 
1148,13544,60720122,0,1,82838,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86838,0,1272637.882350000100000,223047.764705999990000,47.6016998,-122.3239975,7,0,Seattle First Hill/Capitol Hill,39844664.884999998000000,31626.325000000001000,0,28975,35440,33393,45093,20726,26266,0.000000000000000,914.711000000000010,370.170999999999990,39844664.884999998000000,31626.325000000001000, 
1149,14164,60732331,0,1,82834,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0,sb,5858,0,107,86834,0,1272446.000000000000000,223051.235294000010000,47.6016998,-122.3249969,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1150,24717,0,0,0,99,0,0,0, , ,0,0,12/30/1899 0:00:00,0, ,12/30/1899 0:00:00, , ,0, ,0,0,0,199517,0,1272447.906089999900000,223053.141383999990000,47.6016998,-122.3249969,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1151,13518,60720121,0,1,82831,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86831,0,1272101.000000000000000,223058.411765000000000,47.6016998,-122.3259964,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1152,1096,60720261,0,1,82829,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86829,0,1271779.117649999900000,223065.411765000000000,47.6016998,-122.3280029,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1153,13665,60720120,0,1,82827,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86827,0,1271602.235290000000000,223069.294117999990000,47.6016998,-122.3280029,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1154,1485,60720409,0,1,82826,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86826,0,1271455.882350000100000,223072.588235000000000,47.6016998,-122.3290024,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1155,25168,0,0,0,99,0,0,0, , ,0,0,12/30/1899 0:00:00,0, ,12/30/1899 0:00:00, , ,0, ,0,0,0,199968,0,1271457.788440000000000,223074.494325999990000,47.6016998,-122.3290024,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1156,13812,60720242,0,1,82823,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86823,0,1271135.647060000100000,223079.411765000000000,47.6016998,-122.3300018,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1157,25344,0,0,0,99,0,0,0, , ,0,0,12/30/1899 0:00:00,0, ,12/30/1899 0:00:00, , ,0, ,0,0,0,200144,0,1271137.553150000100000,223081.317855000000000,47.6016998,-122.3300018,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1158,14082,60732330,0,1,82817,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86817,0,1270711.764710000000000,223088.647059000010000,47.6016998,-122.3320007,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1159,24721,0,0,0,99,0,0,0, , ,0,0,12/30/1899 0:00:00,0, ,12/30/1899 0:00:00, , ,0, ,0,0,0,199521,0,1270713.670800000000000,223090.553149000010000,47.6016998,-122.3320007,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1160,13627,60720241,0,1,82810,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86810,0,1270239.235290000000000,223099.000000000000000,47.6016998,-122.3339996,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1161,1309,60720408,0,1,82809,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86809,0,1270170.235290000000000,223100.529412000000000,47.6016998,-122.3339996,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1162,1268,60720407,0,1,82807,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86807,0,1269997.352939999900000,223104.235294000010000,47.6016998,-122.3349991,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1163,13725,60720258,0,1,82804,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86804,0,1269832.117649999900000,223107.058824000010000,47.6016998,-122.3359985,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1164,934,60720221,0,1,82803,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86803,0,1269712.647060000100000,223110.235294000010000,47.6016998,-122.3359985,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1165,13596,60720118,0,1,82802,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86802,0,1269577.352939999900000,223110.352940999990000,47.6016998,-122.3369980,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1166,19408,60750912,0,1,181365,4,0,0,a, ,2000,2050,5/4/2015 0:00:00,0,n/a,2/12/2009 0:00:00,Stefan, ,0, ,0,0,107,185365,0,1269631.294120000000000,223111.058824000010000,47.6016998,-122.3359985,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1167,13703,60720239,0,1,82791,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86791,0,1272290.882350000100000,223149.294117999990000,47.6020012,-122.3259964,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1168,1013,60720223,0,1,82768,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86768,0,1271016.882350000100000,223205.588235000000000,47.6021004,-122.3310013,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1169,5801,60748597,0,1,192496,6,0,0,a, ,2000,2050,5/4/2015 0:00:00,545,n/a,9/30/2011 0:00:00,Stefan,New Centroids,4, ,0,545,107,545,1,1271548.588240000000000,223268.470588000000000,47.6022987,-122.3290024,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1170,4158,60744067,0,1,82736,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86736,0,1271727.000000000000000,223270.941175999990000,47.6022987,-122.3280029,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1171,9201,60747206,0,1,192491,6,0,0,a, ,2000,2050,5/4/2015 0:00:00,540,n/a,9/30/2011 0:00:00,Stefan,New Centroids,4, ,0,540,107,540,1,1270393.176470000100000,223278.647059000010000,47.6021996,-122.3330002,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1172,14592,60732325,0,1,82716,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86716,0,1269550.882350000100000,223301.941175999990000,47.6021996,-122.3369980,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1173,13907,60720315,0,1,82714,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86714,0,1270583.764710000000000,223305.235294000010000,47.6022987,-122.3330002,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1174,24569,0,0,0,99,0,0,0, , ,0,0,12/30/1899 0:00:00,0, ,12/30/1899 0:00:00, , ,0, ,0,0,0,199369,0,1270585.670800000000000,223307.141383999990000,47.6022987,-122.3330002,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1175,19855,60746616,0,1,192492,6,0,0,a, ,2000,2050,5/4/2015 0:00:00,541,n/a,9/30/2011 0:00:00,Stefan,New Centroids,4, ,0,541,107,541,1,1270756.764710000000000,223326.823528999990000,47.6024017,-122.3320007,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1176,22484,60748882,0,1,192497,6,0,0,a, ,2000,2050,5/4/2015 0:00:00,546,n/a,9/30/2011 0:00:00,Stefan,New Centroids,4, ,0,546,107,546,1,1271862.941180000100000,223339.705882000010000,47.6025009,-122.3270035,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1177,13756,60720235,0,1,82693,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86693,0,1269442.352939999900000,223342.823528999990000,47.6022987,-122.3369980,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1178,19849,60750911,0,1,181364,4,0,0,a, ,2000,2050,5/4/2015 0:00:00,0,n/a,2/12/2009 0:00:00,Stefan, ,0, ,0,0,107,185364,0,1269482.941180000100000,223366.176471000010000,47.6024017,-122.3369980,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1179,13906,60720313,0,1,82678,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86678,0,1271294.117649999900000,223369.588235000000000,47.6025009,-122.3300018,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1180,24567,0,0,0,99,0,0,0, , ,0,0,12/30/1899 0:00:00,0, ,12/30/1899 0:00:00, , ,0, ,0,0,0,199367,0,1271296.023740000100000,223371.494325999990000,47.6025009,-122.3300018,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1181,9175,60750692,0,1,82674,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0,sb,0,0,107,86674,0,1269506.000000000000000,223378.705882000010000,47.6024017,-122.3369980,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1182,9693,60750691,0,1,82665,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0,nb,0,0,107,86665,0,1269524.529410000000000,223389.647059000010000,47.6025009,-122.3369980,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1183,14081,60732323,0,1,82664,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86664,0,1273492.000000000000000,223390.235294000010000,47.6026993,-122.3209991,7,0,Seattle First Hill/Capitol Hill,39844664.884999998000000,31626.325000000001000,0,28975,35440,33393,45093,20726,26266,0.000000000000000,914.711000000000010,370.170999999999990,39844664.884999998000000,31626.325000000001000, 
1184,20239,60747205,0,1,192484,6,0,0,a, ,2000,2050,5/4/2015 0:00:00,533,n/a,9/30/2011 0:00:00,Stefan,New Centroids,4, ,0,533,107,533,1,1269635.764710000000000,223391.176471000010000,47.6025009,-122.3359985,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1185,933,60720218,0,1,82660,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86660,0,1273145.764710000000000,223399.352940999990000,47.6026993,-122.3219986,7,0,Seattle First Hill/Capitol Hill,39844664.884999998000000,31626.325000000001000,0,28975,35440,33393,45093,20726,26266,0.000000000000000,914.711000000000010,370.170999999999990,39844664.884999998000000,31626.325000000001000, 
1186,1140,60720212,0,1,82659,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86659,0,1270151.000000000000000,223404.764705999990000,47.6026001,-122.3339996,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1187,8378,60749556,0,1,194303,10,0,0,a, ,2000,2050,5/4/2015 0:00:00,0,n/a,4/24/2013 0:00:00,Stefan, ,0, ,0,0,107,198303,0,1271686.705880000000000,223414.470588000000000,47.6026993,-122.3280029,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1188,13494,60720177,0,1,82631,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86631,0,1273492.882350000100000,223444.647059000010000,47.6027985,-122.3209991,7,0,Seattle First Hill/Capitol Hill,39844664.884999998000000,31626.325000000001000,0,28975,35440,33393,45093,20726,26266,0.000000000000000,914.711000000000010,370.170999999999990,39844664.884999998000000,31626.325000000001000, 
1189,13789,60720176,0,1,82616,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86616,0,1270861.000000000000000,223468.941175999990000,47.6027985,-122.3310013,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1190,14591,60732321,0,1,82614,3,0,0,a,light rail station,2009,2050,9/19/2016 0:00:00,0,0,12/30/1899 0:00:00,LEngel,Pioneer Square,0, ,0,0,107,86614,0,1270914.588240000000000,223471.058824000010000,47.6027985,-122.3310013,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1191,19415,60746615,0,1,192485,6,0,0,a, ,2000,2050,5/4/2015 0:00:00,534,n/a,9/30/2011 0:00:00,Stefan,New Centroids,4, ,0,534,107,534,1,1269902.529410000000000,223487.764705999990000,47.6027985,-122.3349991,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1192,19802,60746917,0,1,192493,6,0,0,a, ,2000,2050,5/4/2015 0:00:00,542,n/a,9/30/2011 0:00:00,Stefan,New Centroids,4, ,0,542,107,542,1,1271028.647060000100000,223489.882352999990000,47.6027985,-122.3310013,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1193,13666,60720170,0,1,82603,5,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86603,0,1269120.352939999900000,223491.294117999990000,47.6026993,-122.3379974,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1194,3091,60732288,0,1,82596,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86596,0,1269717.882350000100000,223504.117647000010000,47.6027985,-122.3359985,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1195,341,60720210,0,1,82595,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0,nb,5858,0,107,86595,0,1272173.000000000000000,223504.529412000000000,47.6029015,-122.3259964,7,0,Seattle First Hill/Capitol Hill,39844664.884999998000000,31626.325000000001000,0,28975,35440,33393,45093,20726,26266,0.000000000000000,914.711000000000010,370.170999999999990,39844664.884999998000000,31626.325000000001000, 
1196,20915,60747240,0,1,192559,6,0,0,a, ,2000,2050,5/4/2015 0:00:00,608,n/a,9/30/2011 0:00:00,Stefan,New Centroids,4, ,0,608,107,608,1,1273424.235290000000000,223504.882352999990000,47.6030006,-122.3209991,7,0,Seattle First Hill/Capitol Hill,39844664.884999998000000,31626.325000000001000,0,28975,35440,33393,45093,20726,26266,0.000000000000000,914.711000000000010,370.170999999999990,39844664.884999998000000,31626.325000000001000, 
1197,7030,60751340,0,1,192554,6,0,0,a, ,2000,2050,5/4/2015 0:00:00,603,n/a,9/30/2011 0:00:00,Stefan,New Centroids,4, ,0,603,107,603,1,1274827.882350000100000,223506.941175999990000,47.6030998,-122.3150024,7,0,Seattle First Hill/Capitol Hill,39844664.884999998000000,31626.325000000001000,0,28975,35440,33393,45093,20726,26266,0.000000000000000,914.711000000000010,370.170999999999990,39844664.884999998000000,31626.325000000001000, 
1198,13521,60720196,0,1,82583,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86583,0,1271571.352939999900000,223533.764705999990000,47.6030006,-122.3290024,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1199,13628,60720248,0,1,82571,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86571,0,1270427.764710000000000,223568.705882000010000,47.6030006,-122.3330002,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1200,24299,0,0,0,99,0,0,0, , ,0,0,12/30/1899 0:00:00,0, ,12/30/1899 0:00:00, , ,0, ,0,0,0,199099,0,1270429.670800000000000,223570.611972999990000,47.6030006,-122.3330002,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1201,13571,60720174,0,1,82562,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86562,0,1269302.117649999900000,223584.411765000000000,47.6030006,-122.3379974,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1202,13516,60720107,0,1,82550,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86550,0,1269289.647060000100000,223605.941175999990000,47.6030998,-122.3379974,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1203,3000,60732286,0,1,82547,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86547,0,1269101.352939999900000,223609.588235000000000,47.6030998,-122.3389969,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1204,13790,60720193,0,1,82542,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86542,0,1273798.882350000100000,223616.352940999990000,47.6032982,-122.3199997,7,0,Seattle First Hill/Capitol Hill,39844664.884999998000000,31626.325000000001000,0,28975,35440,33393,45093,20726,26266,0.000000000000000,914.711000000000010,370.170999999999990,39844664.884999998000000,31626.325000000001000, 
1205,5757,60744361,0,1,181363,4,0,0,a, ,2000,2050,5/4/2015 0:00:00,0,n/a,2/12/2009 0:00:00,Stefan, ,0, ,0,0,107,185363,0,1269326.705880000000000,223627.823528999990000,47.6030998,-122.3379974,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1206,2999,60732285,0,1,82532,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86532,0,1271138.352939999900000,223632.647059000010000,47.6031990,-122.3300018,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1207,24568,0,0,0,99,0,0,0, , ,0,0,12/30/1899 0:00:00,0, ,12/30/1899 0:00:00, , ,0, ,0,0,0,199368,0,1271140.259030000100000,223634.553149000010000,47.6031990,-122.3300018,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1208,19416,60746617,0,1,192494,6,0,0,a, ,2000,2050,5/4/2015 0:00:00,543,n/a,9/30/2011 0:00:00,Stefan,New Centroids,4, ,0,543,107,543,1,1271303.235290000000000,223653.235294000010000,47.6032982,-122.3300018,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
1209,13570,60720172,0,1,82513,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,86513,0,1269381.882350000100000,223660.588235000000000,47.6031990,-122.3369980,8,0,Seattle Downtown,41376594.162000000000000,51590.720000000001000,50863,12193,39142,165119,227819,12442,27857,80.400000000000006,933.739000000000030,384.403000000000020,41376594.162000000000000,51590.720000000001000, 
